"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL3127123";"";"";"Small molecule";"";"201.23";"1";"1";"1.33";"71.77";"3";"2";"0";"1";"N";"0.73";"2";"MOL";"-1";"15";"-1.14";"C11H11N3O";"Cc1cccc(-c2cc(=O)[nH]c(N)n2)c1";"PXJGVCHLTDCJAS-UHFFFAOYSA-N";"InChI=1S/C11H11N3O/c1-7-3-2-4-8(5-7)9-6-10(15)14-11(12)13-9/h2-6H,1H3,(H3,12,13,14,15)";"False";"-1";"['22']";"['2-amino-6-m-tolylpyrimidin-4(3H)-one']"
"CHEMBL3127142";"";"";"Small molecule";"";"201.23";"1";"1";"1.48";"57.78";"3";"2";"0";"2";"Y";"0.77";"2";"MOL";"-1";"15";"-1.05";"C11H11N3O";"CNc1nc(-c2ccccc2)cc(=O)[nH]1";"FCLQUHFGSJNESE-UHFFFAOYSA-N";"InChI=1S/C11H11N3O/c1-12-11-13-9(7-10(15)14-11)8-5-3-2-4-6-8/h2-7H,1H3,(H2,12,13,14,15)";"False";"-1";"['7']";"['2-(methylamino)-6-phenylpyrimidin-4(3H)-one']"
"CHEMBL2316158";"";"";"Small molecule";"";"412.51";"6";"8";"4.33";"69.67";"5";"0";"0";"5";"N";"0.68";"2";"MOL";"-1";"29";"-0.60";"C23H24O5S";"COc1cc(/C=C2\CCC/C(=C\c3ccc(S(C)(=O)=O)cc3)C2=O)cc(OC)c1";"KCKFFUAUNCDZHZ-GDAWTGGTSA-N";"InChI=1S/C23H24O5S/c1-27-20-13-17(14-21(15-20)28-2)12-19-6-4-5-18(23(19)24)11-16-7-9-22(10-8-16)29(3,25)26/h7-15H,4-6H2,1-3H3/b18-11+,19-12+";"False";"-1";"['BDBM50424957', '4j', 'I19']";"['CHEMBL2316158::US9409845, Table 1, Compound 19: (2E,6E)-2-(3,5-dimethoxybenzylidene)-6-(4-methylsulphonylbenzylidene)cyclohexanone', '(2E,6E)-2-(3,5-Dimethoxybenzylidene)-6-(4-(methylsulfonyl)benzylidene)cyclohexanone', '(2E,6E)-2-(3,5-Dimethoxybenzylidene)-6-(4-(methylsulfonyl)benzylidene)cyclohexanone']"
"CHEMBL3742254";"";"";"Small molecule";"";"264.35";"2";"4";"2.22";"58.02";"4";"2";"0";"5";"N";"0.64";"2";"MOL";"-1";"18";"-0.94";"C13H16N2O2S";"O=c1c2ccccc2[nH]c(=S)n1CCCCCO";"CWJRHUZNHMQUPX-UHFFFAOYSA-N";"InChI=1S/C13H16N2O2S/c16-9-5-1-4-8-15-12(17)10-6-2-3-7-11(10)14-13(15)18/h2-3,6-7,16H,1,4-5,8-9H2,(H,14,18)";"False";"-1";"['1e-OH']";"['3-(5-hydroxypentyl)-2-thioxo-2,3-dihydroquinazolin-4(1H)-one']"
"CHEMBL3740128";"";"";"Small molecule";"";"253.28";"2";"4";"0.79";"82.27";"6";"2";"0";"2";"N";"0.61";"2";"MOL";"-1";"17";"-0.74";"C10H11N3O3S";"COc1cc2[nH]c(=S)n(N)c(=O)c2cc1OC";"WHMJTTJVOATKMJ-UHFFFAOYSA-N";"InChI=1S/C10H11N3O3S/c1-15-7-3-5-6(4-8(7)16-2)12-10(17)13(11)9(5)14/h3-4H,11H2,1-2H3,(H,12,17)";"False";"-1";"['3e']";"['3-amino-6,7-dimethoxy-2-thioxo-2,3-dihydroquinazolin-4(1H)-one']"
"CHEMBL2420125";"";"";"Small molecule";"";"354.37";"2";"3";"2.09";"111.03";"8";"2";"0";"6";"N";"0.65";"3";"MOL";"-1";"26";"-1.85";"C17H18N6O3";"CCOC(=O)Cn1ncc2c(Nc3ccc(NC(C)=O)cc3)ncnc21";"MWVYRUWADNSXJJ-UHFFFAOYSA-N";"InChI=1S/C17H18N6O3/c1-3-26-15(25)9-23-17-14(8-20-23)16(18-10-19-17)22-13-6-4-12(5-7-13)21-11(2)24/h4-8,10H,3,9H2,1-2H3,(H,21,24)(H,18,19,22)";"False";"-1";"['5f']";"['Ethyl 2-(4-((4-acetamidophenyl)amino)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)acetate']"
"CHEMBL3103696";"";"";"Small molecule";"";"170.12";"13";"14";"-1.44";"92.34";"4";"2";"0";"1";"N";"0.47";"0";"MOL";"-1";"12";"0.08";"C6H6N2O4";"CC(=O)C1C(=O)NC(=O)NC1=O";"JYCJAUHMORTXOQ-UHFFFAOYSA-N";"InChI=1S/C6H6N2O4/c1-2(9)3-4(10)7-6(12)8-5(3)11/h3H,1H3,(H2,7,8,10,11,12)";"False";"-1";"['BA20', '5c']";"['5-acetylpyrimidine-2,4,6(1H,3H,5H)-trione', '5-Acetylpyrimidine-2,4,6(1H,3H,5H)-trione']"
"CHEMBL4089752";"";"";"Small molecule";"";"254.25";"1";"2";"1.09";"98.82";"5";"3";"0";"3";"N";"0.48";"3";"MOL";"-1";"19";"-1.67";"C12H10N6O";"O=c1nc(N/N=C/c2ccccc2)c2cn[nH]c2[nH]1";"QUKKATOOMFYCOU-AWNIVKPZSA-N";"InChI=1S/C12H10N6O/c19-12-15-10(9-7-14-18-11(9)16-12)17-13-6-8-4-2-1-3-5-8/h1-7H,(H3,14,15,16,17,18,19)/b13-6+";"False";"-1";"['169']";"['4-(2-benzylidenehydrazinyl)-1H-pyrazolo[3,4-d]pyrimidin-6(7H)-one']"
"CHEMBL2018876";"MORACIN C";"";"Small molecule";"";"310.35";"38";"97";"4.73";"73.83";"4";"3";"0";"3";"N";"0.61";"3";"MOL";"-1";"23";"1.61";"C19H18O4";"CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O";"ZTGHWUWBQNCCOH-UHFFFAOYSA-N";"InChI=1S/C19H18O4/c1-11(2)3-6-15-16(21)7-13(8-17(15)22)18-9-12-4-5-14(20)10-19(12)23-18/h3-5,7-10,20-22H,6H2,1-2H3";"False";"-1";"['Moracin C', '3, Moracin C', '1', '15', '27a', '29', 'Moracin C', '9', '2; MOL003857', '90']";"['Moracin C', '5-(6-hydroxybenzofuran-2-yl)-2-(3-methylbut-2-enyl)benzene-1,3-diol', 'Moracin C', 'moracin C', '5-(6-hydroxybenzofuran-2-yl)-2-(3-methylbut-2-enyl)benzene-1,3-diol', 'Moracin C', 'Moracin C', 'Moracin C', 'Moracin C', 'Moracin C']"
"CHEMBL5435997";"";"";"";"";"751.14";"1";"1";"1.61";"263.49";"16";"8";"3";"8";"N";"0.14";"2";"MOL";"-1";"52";"0.94";"C34H39ClN2O15";"COc1ccc([C@@H]2C/C(=N\c3ccc([N+](=O)[O-])cc3Cl)C3C(O)=CC(O[C@H]4C[C@@H](OC5O[C@H](C)[C@@H](O)[C@H](O)C5O)[C@H](O)[C@@H](O)[C@@H]4O)=CC3O2)cc1O";"FWGFAMGOGVONDX-XWSBYTBESA-N";"InChI=1S/C34H39ClN2O15/c1-13-28(40)31(43)33(45)34(49-13)52-26-12-25(29(41)32(44)30(26)42)50-16-9-21(39)27-19(36-18-5-4-15(37(46)47)8-17(18)35)11-23(51-24(27)10-16)14-3-6-22(48-2)20(38)7-14/h3-10,13,23-34,38-45H,11-12H2,1-2H3/b36-19+/t13-,23+,24?,25+,26-,27?,28-,29-,30+,31+,32+,33?,34?/m1/s1";"False";"-1";"['51']";"['(4S,5S,6R)-2-(((1R,2R,3S,4S,5S)-5-(((2S)-4-((2-chloro-4-nitrophenyl)imino)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4,4a,8a-tetrahydro-2H-chromen-7-yl)oxy)-2,3,4-trihydroxycyclohexyl)oxy)-6-methyltetrahydro-2H-pyran-3,4,5-triol']"
"CHEMBL5400172";"";"";"";"";"312.28";"1";"1";"3.66";"94.46";"5";"1";"0";"4";"N";"0.45";"3";"MOL";"-1";"23";"-1.00";"C16H12N2O5";"COC(=O)c1cc2cc(Oc3ccccc3)cc([N+](=O)[O-])c2[nH]1";"NFMZHWMNCKZBAI-UHFFFAOYSA-N";"InChI=1S/C16H12N2O5/c1-22-16(19)13-8-10-7-12(23-11-5-3-2-4-6-11)9-14(18(20)21)15(10)17-13/h2-9,17H,1H3";"False";"-1";"['74']";"['methyl 7-nitro-5-phenoxy-1H-indole-2-carboxylate']"
"CHEMBL3127128";"";"";"Small molecule";"";"275.31";"3";"3";"1.17";"101.23";"5";"3";"0";"6";"N";"0.69";"2";"MOL";"-1";"20";"-0.47";"C14H17N3O3";"Nc1nc(-c2ccc(OCCCCO)cc2)cc(=O)[nH]1";"QEZNWJJXBINYBR-UHFFFAOYSA-N";"InChI=1S/C14H17N3O3/c15-14-16-12(9-13(19)17-14)10-3-5-11(6-4-10)20-8-2-1-7-18/h3-6,9,18H,1-2,7-8H2,(H3,15,16,17,19)";"False";"-1";"['28']";"['2-amino-6-(4-(4-hydroxybutoxy)phenyl)pyrimidin-4(3H)-one']"
"CHEMBL4162836";"";"";"Small molecule";"";"360.17";"11";"12";"2.56";"92.67";"4";"3";"0";"2";"N";"0.73";"2";"MOL";"-1";"19";"-1.03";"C12H7BrN3NaO2S";"N#CC(c1ccc(Br)cc1)c1c([O-])[nH]c(=S)[nH]c1=O.[Na+]";"XMBRBNUQEBUREV-UHFFFAOYSA-M";"InChI=1S/C12H8BrN3O2S.Na/c13-7-3-1-6(2-4-7)8(5-14)9-10(17)15-12(19)16-11(9)18;/h1-4,8H,(H3,15,16,17,18,19);/q;+1/p-1";"False";"-1";"['4a']";"['Sodium 5-((4-bromophenyl)(cyano)methyl)-6-oxo-2-thioxo-1,2,3,6-tetrahydropyrimidin-4-olate']"
"CHEMBL4225876";"";"";"Small molecule";"";"284.29";"2";"2";"3.70";"58.62";"4";"1";"0";"3";"N";"0.45";"3";"MOL";"-1";"21";"-1.31";"C16H13FN2O2";"Cc1ccc2oc(/C(Cc3ccc(F)cc3)=N/O)nc2c1";"NCGJNSAWMBTTKV-XMHGGMMESA-N";"InChI=1S/C16H13FN2O2/c1-10-2-7-15-13(8-10)18-16(21-15)14(19-20)9-11-3-5-12(17)6-4-11/h2-8,20H,9H2,1H3/b19-14+";"False";"-1";"['5k']";"['(E)-2-(4-Fluorophenyl)-1-(5-methylbenzo[d]oxazol-2-yl)ethanone oxime']"
"CHEMBL2420127";"";"";"Small molecule";"";"469.44";"2";"3";"2.36";"182.24";"10";"3";"0";"8";"N";"0.26";"4";"MOL";"-1";"33";"-1.95";"C19H15N7O6S";"O=C(O)Cn1ncc2c(Nc3ccc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3)ncnc21";"WQKBYTOXUYNRIJ-UHFFFAOYSA-N";"InChI=1S/C19H15N7O6S/c27-17(28)10-25-19-16(9-22-25)18(20-11-21-19)23-12-1-3-13(4-2-12)24-33(31,32)15-7-5-14(6-8-15)26(29)30/h1-9,11,24H,10H2,(H,27,28)(H,20,21,23)";"False";"-1";"['6b']";"['2-(4-((4-(4-Nitrophenylsulfonamido)phenyl)amino)-1Hpyrazolo[3,4-d]pyrimidin-1-yl)acetic acid']"
"CHEMBL456610";"";"";"Small molecule";"";"271.35";"11";"16";"2.71";"56.65";"3";"3";"0";"3";"Y";"0.46";"2";"MOL";"-1";"19";"-1.64";"C14H13N3OS";"Oc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1";"IIKOSSZBVGWABG-XNTDXEJSSA-N";"InChI=1S/C14H13N3OS/c18-13-8-6-11(7-9-13)10-15-17-14(19)16-12-4-2-1-3-5-12/h1-10,18H,(H2,16,17,19)/b15-10+";"False";"-1";"['10', '3', '9', '54']";"['2-(4-hydroxybenzylidene)-N-phenylhydrazinecarbothioamide', '2-(4-hydroxybenzylidene)-N-phenylhydrazinecarbothioamide', '2-(4-hydroxybenzylidene)-N-phenylhydrazinecarbothioamide', '2-(4-hydroxybenzylidene)-N-phenylhydrazine-1-carbothioamide']"
"CHEMBL5406420";"";"";"";"";"191.15";"1";"1";"0.77";"97.60";"5";"1";"0";"2";"N";"0.56";"2";"MOL";"-1";"14";"-2.34";"C7H5N5O2";"O=[N+]([O-])c1ccc(-c2nnn[nH]2)cc1";"MIUOBAHGBPSRKY-UHFFFAOYSA-N";"InChI=1S/C7H5N5O2/c13-12(14)6-3-1-5(2-4-6)7-8-10-11-9-7/h1-4H,(H,8,9,10,11)";"False";"-1";"['4']";"['5-(4-nitrophenyl)-1H-tetrazole']"
"CHEMBL5417928";"";"";"";"";"372.83";"1";"1";"4.72";"79.29";"4";"2";"0";"4";"N";"0.69";"3";"MOL";"-1";"25";"-1.91";"C18H13ClN2O3S";"Cc1nc(-c2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)sc1C(=O)O";"HFONVZCGYSBWAA-UHFFFAOYSA-N";"InChI=1S/C18H13ClN2O3S/c1-10-15(18(23)24)25-17(20-10)12-4-2-11(3-5-12)16(22)21-14-8-6-13(19)7-9-14/h2-9H,1H3,(H,21,22)(H,23,24)";"False";"-1";"['58']";"['2-(4-((4-chlorophenyl)carbamoyl)phenyl)-4-methylthiazole-5-carboxylic acid']"
"CHEMBL324794";"CINNAMIC ALCOHOL";"";"Small molecule";"";"134.18";"28";"36";"1.69";"20.23";"1";"1";"0";"2";"Y";"0.65";"1";"MOL";"-1";"10";"1.14";"C9H10O";"OC/C=C/c1ccccc1";"OOCCDEMITAIZTP-QPJJXVBHSA-N";"InChI=1S/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-7,10H,8H2/b7-4+";"False";"-1";"['1a', 'cinnamyl alcohol', 'cinnamyl alcohol', 'Cinnamylalcohol', '6', 'Cinnamyl Alcohol', 'Cinnamyl alcohol', 'cinnamaldehyde analogue', '19', 'CM', '18', '7', 'trans-cinnamyl alcohol']";"['(E)-3-Phenyl-prop-2-en-1-ol', 'cinnamyl alcohol', 'cinnamyl alcohol', 'Cinnamylalcohol', 'Cinnamic alcohol', 'Cinnamyl Alcohol', 'Cinnamyl alcohol', '3-phenylprop-2-en-1-ol', '(E)-Cinnam alcohol', 'Cinnamyl alcohol', '(E)-3-phenylprop-2-en-1-ol', 'cinnamic alcohol', 'trans-cinnamyl alcohol']"
"CHEMBL47386";"EPIGALLOCATECHIN";"";"Small molecule";"";"306.27";"123";"247";"1.25";"130.61";"7";"6";"1";"1";"N";"0.44";"2";"MOL";"-1";"22";"2.27";"C15H14O7";"Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2";"XMOCLSLCDHWDHP-IUODEOHRSA-N";"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1";"False";"-1";"['2', '31', '16', '(-)-epigallocatechin, EGC', 'EGC, (-)-epigallocatechin', 'EGC', 'EGC', '18', '13', 'Epigallocatechin', '39', 'EPIGALLOCATECHIN', 'Epigallocatechin', '7', 'SID515468', '14', '2, (-)EGC', '(-)-epigallocatechin', 'gallocatechin', '59', '19', '2, (-)-EGC', 'EGC', '9', 'EGC', '42', 'epigallocatechin', '59', 'Epigallocatechin', '4', 'Epigallocatechin', '1, EGC', '(-)-EGC', '62', '70; EGC', '15', '4', '1', 'EGC', 'Epigallocatechin', '(-)-Epigallocatechin', '63', '19', 'EGC', 'EGCG', 'EGCG']";"['(2R,3R)-2-(3,4,5-Trihydroxy-phenyl)-chroman-3,5,7-triol', '(-)-epigallocatechin', 'Epigallocatechin', '(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol', '(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol', '(-)epigallocatechin', '(-)-epigallocatechin', '(-)-epigallocatechin', 'epigallocatechin', 'Epigallocatechin', '(-)-Epigallocatechin', 'EPIGALLOCATECHIN', 'Epigallocatechin', '(2R,3R)-2-(3,4,5-Trihydroxy-phenyl)-chroman-3,5,7-triol', 'SID515468', 'Epigallocatechin', '(-)-Epigallocatechin', '(-)-epigallocatechin', '(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol', '(-)-Epigallocatechin', '(-)-Epigallocatechin', 'Epigallocatechin', '(-)-epigallocatechin', 'epigallocatechin', '(-)-epigallocatechin', 'epigallocatechin', '(-)-epigallocatechin', 'Epigallocatechin', 'Epigallocatechin', '(-)-epigallocatechin', 'Epigallocatechin', '(-)-epigallocatechin', '(-)-Epigallocatechin', '(-)-epigallo-catechin', 'Epigallocatechin', '(-)-epigallocatechin', '(-)-epigallocatechin', '(-)-Epigallocatechin', '(2R,3R)-2-(3,4,5-trihydroxyphenyl)chroman-3,5,7-triol', 'Epigallocatechin', '(-)-Epigallocatechin', '(-)-Epigallocatechin', 'Epigallocatechin', 'Epigallocatechin', 'Epigallocatechin', 'Epigallocatechin']"
"CHEMBL4071668";"";"";"Small molecule";"";"411.41";"2";"2";"3.21";"118.23";"7";"3";"0";"6";"N";"0.32";"3";"MOL";"-1";"30";"0.44";"C22H21NO7";"COC(=O)[C@H](C)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12";"KVDIEDCNEMWWIJ-LZGFCCKTSA-N";"InChI=1S/C22H21NO7/c1-12(22(27)29-3)23-20(26)9-6-13-5-8-18(28-2)21-15(13)11-19(30-21)14-4-7-16(24)17(25)10-14/h4-12,24-25H,1-3H3,(H,23,26)/b9-6+/t12-/m0/s1";"False";"-1";"['9c']";"['Methyl (E)-(3-(2-(3,4-dimethoxyphenyl)-7-methoxybenzofuran-4-yl)acryloyl)-L-alaninate']"
"CHEMBL467247";"";"";"Small molecule";"";"362.33";"5";"9";"1.80";"114.68";"8";"3";"0";"4";"N";"0.71";"2";"MOL";"-1";"26";"1.86";"C18H18O8";"COc1cc2c(c(OC)c1OC)C(=O)[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2";"AJDOXUZMGBDQQH-JKSUJKDBSA-N";"InChI=1S/C18H18O8/c1-23-12-7-11-13(18(25-3)17(12)24-2)14(21)15(22)16(26-11)8-4-5-9(19)10(20)6-8/h4-7,15-16,19-20,22H,1-3H3/t15-,16+/m0/s1";"False";"-1";"['(+/-)-4h']";"['(+/-)-trans-2,3-Dihydro-3-hydroxy-5,6,7-trimethoxy-2-(3,4-dihydroxyphenyl)-4H-1-benzopyran-4-one']"
"CHEMBL3247868";"";"";"Small molecule";"";"241.25";"1";"1";"1.41";"89.85";"6";"2";"0";"1";"N";"0.67";"3";"MOL";"-1";"18";"-1.37";"C12H11N5O";"Cc1cccc(-n2cnc3c(O)nc(N)nc32)c1";"FDIHUUUYOUAIJD-UHFFFAOYSA-N";"InChI=1S/C12H11N5O/c1-7-3-2-4-8(5-7)17-6-14-9-10(17)15-12(13)16-11(9)18/h2-6H,1H3,(H3,13,15,16,18)";"False";"-1";"['Table VIII R7C1']";"['2-amino-9-m-tolyl-9H-purin-6-ol']"
